name,type,latitude,longitude
Ashburn Lutheran School,school,41.7421434,-87.706753
Emmanuel Christian School,school,41.742155,-87.6725936
Little Flower School,school,41.7472559,-87.6686613
Saint Catherine School,school,41.680574,-87.6390787
Collins South School,school,41.713673,-87.6573947
Presbyterian Theological Seminary,school,41.9246055,-87.6513211
Christ the King Lutheran School,school,41.828586,-87.605993
Corpus Christi School,school,41.8051974,-87.617299
Midwest Pre-School-South Commons,school,41.8430889,-87.6231068
Prairie Avenue Historic District,park,41.8564712,-87.6207468
Alexanders Beauty School,school,41.8630879,-87.7253332
Academy of Acupuncture,school,41.9353101,-87.6631107
Austin Career Education Center,school,41.8950319,-87.7600575
Auburn Park Day Care Center,school,41.750507,-87.6432002
Auburn-Gresham Preschool,school,41.750474,-87.6643042
Bunnyland Developmental Day Care Center,school,41.6777349,-87.6364854
Chicago Institute of Technology,school,41.8830883,-87.6625537
Chicago Dance Center,school,41.9260706,-87.6498618
Chicago Academy,school,41.7667007,-87.6222713
Charles Harrison Mason Bible College,school,41.7850574,-87.6660251
Chatham Montessori School,school,41.7434814,-87.6237158
Cosmetologist Educational Institute,school,41.7374588,-87.5609144
Crickets Child Day Care Center,school,41.7368651,-87.576425
Community Lutheran School,school,41.8925903,-87.7623338
Angel Land Nursery School,school,41.758217,-87.6147649
Bais Yaakov School,school,41.9861428,-87.6917242
Assumption School,school,41.8474328,-87.6967045
Assumption School,school,41.6714383,-87.6359968
Austin Special Sheltered Work Center,school,41.9315923,-87.7619634
Austin Special School and Sheltered Work Center,school,41.8891986,-87.7600573
Austin School of Beauty Culture,school,41.8803739,-87.7714281
Esperanza Elementary School,school,41.8914055,-87.6687832
CAM Academy,school,41.8730876,-87.7597791
Brisk Rabbinical College,school,41.9976632,-87.7047593
Benson Art Beat,school,41.9400311,-87.8072826
Chicago School of Massage Therapy,school,41.9347545,-87.6622772
Chesterfield Tom Thumb Day Care Center and Kindergarten School,school,41.7269788,-87.6050475
ICCI Academy,school,41.937915,-87.7879555
Camelot School,school,41.983365,-87.7133915
Camelot School,school,42.0167549,-87.6646181
Columbia College Chicago,school,41.8742404,-87.6247913
The Children Village,school,41.7305838,-87.6043648
Bethel Lutheran School,school,41.906749,-87.7242885
Bridgeport Academy West,school,41.8353786,-87.6528298
Bricklayers Apprentice School,school,41.8853103,-87.6819988
Debbies School of Beauty Culture,school,41.69309,-87.6211585
Debbies School of Beauty Culture,school,41.88031,-87.7295004
Discovery Center,school,41.9350323,-87.6625551
Duke and Duchess Pre-School,school,41.9508655,-87.6539441
Ecumenical Institute,school,41.9686431,-87.6553335
Walter H. Dyett High School,school,41.801143,-87.6122775
Chicago Graphic Arts Institute,school,41.878366,-87.6669981
Chicago Urban Skills Institute,school,41.9648785,-87.6574185
Childrens House Preschool,school,41.7505894,-87.654772
Basic Beginnings,kindergarten,41.9970595,-87.7193692
Childrens Hour Pre-School Center,kindergarten,41.7636363,-87.663961
Bethel Lutheran School,school,41.88281,-87.7308894
Blackhawk School of Art,school,41.9272547,-87.6411652
Godino Francisco School,school,41.9575319,-87.6917234
Global Enterprises School of Law Enforcement,school,41.7528121,-87.6050481
Giannini Music Center,school,41.9455877,-87.673389
Mary Meyer School,school,41.933088,-87.6411653
Masters Martial Arts Alliance,school,41.9411433,-87.6683887
Gladys Mae Dancing School,school,41.9466981,-87.7770039
Mays School,school,41.7942,-87.6697737
Martin Luther Educational Center,school,41.6886455,-87.6161582
Magic Mirror Learning Center,school,41.7764135,-87.7033406
Maternity of the Blessed Virgin Mary School,school,41.9092689,-87.7188036
Montessori Midwest Teacher Training Center,school,41.8965415,-87.6531203
Montessori School - Near North,school,41.8964215,-87.6531093
Midwest Center for the Study of Oriental Medicine,school,41.9508655,-87.6600554
Mid-America Beauty School,school,41.9387951,-87.7645372
Immaculate Conception School,school,41.8375331,-87.6528299
Immaculata High School,school,41.9549325,-87.6467217
Illinois Masonic Medical Center School of Nursing,school,41.936699,-87.6514436
Ippolito School of Cosmetology,school,41.9280868,-87.8061711
Galewood Pre-School and Day Care Center,school,41.9242206,-87.764106
Gads Hill Center Social Settlement,school,41.854761,-87.6740388
Hephzibah Christian Academy,school,41.7111454,-87.6233811
Harriet C Harris Private School,school,41.7570982,-87.5939292
Kennedy High School,school,41.790149,-87.7802405
Kiddie Play School,school,41.9096961,-87.7578912
New Horizon Center for the Developmentally Disabled,school,41.9585268,-87.7956852
National College of Education Urban Campus,school,41.8813543,-87.6247439
Listening Skills Training Center,school,41.9241984,-87.7639473
Lithuanian Institute of Education,school,41.7914221,-87.6831075
Lolly Pop Nursery School and Kindergarten,school,41.7244782,-87.6631051
Little Peoples Nursery School,school,41.8086441,-87.6858858
Miriam Daniels School,school,41.8805437,-87.7713986
Merry Go Round Nursery School,kindergarten,41.7789358,-87.6962986
Mercy Hall,school,41.7119383,-87.713342
James W Shelton Senior School,school,41.8086695,-87.6170835
Crickets Child and Infant Daycare Center,school,41.7508665,-87.6195265
Cook County Graduate School of Medicine,school,41.8722549,-87.6711648
Edwards Center For Young Learners,school,41.8023347,-87.7473089
Franciscan Sisters School,school,41.8151973,-87.697119
Clark E School of Beauty Culture,school,41.757256,-87.6481053
Incarnation Head Start Center,school,41.9058653,-87.7286678
Saint James School,school,41.841688,-87.625521
Saint James Lutheran School,school,41.9201234,-87.6507403
Saint Francis School,school,41.752457,-87.6000399
Saint Gregory Grade School,school,41.9832403,-87.6712512
Saint Gregory Preschool,school,41.9822541,-87.6725567
Saint Ludmilla School,school,41.8475326,-87.7031097
Prince of Peace Lutheran School,school,41.9187587,-87.7331012
Pros Arts Studio,school,41.8568653,-87.6503303
Rescue Missionary Christian School,school,41.7497565,-87.6150484
Portage Park Day Nursery,school,41.9461427,-87.7608922
Precious Blood School,school,41.8747548,-87.6869987
Puerto Rican High School,school,41.9122545,-87.6858886
The Reading House,school,41.7080052,-87.6814065
Saint Agathas School,school,41.86207,-87.7053007
Sacred Heart School,school,41.7664226,-87.6536613
Saint Francis Cabrini Learning Center,school,41.871284,-87.700587
Saint Fidelis School,school,41.9069753,-87.6941147
Saint Elizabeth School,school,41.8202871,-87.6242291
Saint Elizabeth Headstart,school,41.8203393,-87.624448
Saint Clara Headstart,school,41.7780248,-87.5955073
Saint Clotildes School,school,41.7416791,-87.6168003
Saint Carthage School,school,41.7610625,-87.630638
Saint Benedict Grade School,school,41.9533653,-87.6839452
Our Lady of Sorrows School,school,41.8770774,-87.7050982
Our Lady of Perpetual Help School,school,41.8986255,-87.736602
Oxford Community Center for Academics,school,41.739757,-87.5689354
PADI International Instructors Training Center,school,41.7786926,-87.7500093
Philadelphia Church of God in Christ School,school,41.7850414,-87.6658079
L H Day School,school,41.7361689,-87.6585534
Lenas Artistic Beauty College,school,41.736145,-87.6528272
The Learning Exchange,school,41.9353101,-87.6628329
Lawrence Hall School for Boys,school,42.0025316,-87.670335
Lake Shore Seventh Day Adventist School,school,41.8944878,-87.6744214
Luis Munoz Marin Primary Center,kindergarten,41.9056615,-87.7102786
Logan Day Care Center for Retarded Children,school,41.9311428,-87.7592251
Herzl Child-Parent Center,kindergarten,41.8622747,-87.7199511
Holy Martyrs School,school,41.8147551,-87.6972752
Highland Educational Day Care Center,school,41.748869,-87.6637405
Highland Day Care Center,school,41.7547548,-87.6637137
Northwestern Business College,school,41.9385456,-87.7515339
Holy Rosary School,school,41.8928102,-87.6861659
North Park Elementary School,school,41.9770209,-87.7126373
Notre Dame School,school,41.8738759,-87.6605317
Nu-Tek School of Beauty Culture,school,41.7494103,-87.6146084
Old Town Triangle Art Center,school,41.9153104,-87.6350535
Olive Child-Parent Center,school,41.8622172,-87.7210669
Park West Cooperative Nursery School,school,41.9250325,-87.6458875
Park Vernon Learning Academy,school,41.6997566,-87.614214
Oak Therapeutic School,school,41.9028103,-87.6636653
Shiloh Nursery,kindergarten,41.7669784,-87.6222713
Fine Arts School of Music,school,41.9489203,-87.7720038
Felician Sisters School,school,41.8253109,-87.6669967
Fellowship Christian Academy,school,41.7222569,-87.5767132
Wing It School,school,41.7923458,-87.7552218
Wesleyan Missionary Academy,school,41.7764214,-87.7636654
Unknown,school,41.7472564,-87.6183817
Zion Hill Day Care Center School,school,41.7524179,-87.6608833
Westside Preparatory School,school,41.8955877,-87.730612
Study Progress School,school,41.7862315,-87.6930723
Southtown Day Care Center,school,41.7689226,-87.6522724
Teddy Bear Pre-School,kindergarten,41.8008663,-87.6911985
Teddy Bear Pre-School Number 3,school,41.7766366,-87.7223702
Socrates Greek-American Elementary School,school,41.9309007,-87.7774947
7th Day Adventist North Shore School,school,41.9763557,-87.699354
Southwest School of Business,school,41.7467,-87.7025514
Southwest Cooperative Pre-School,kindergarten,41.7791997,-87.7106082
Special Religious Education Division (SPRED),school,41.8401825,-87.6428905
Sisters of Nazareth School,school,41.923088,-87.6631104
Sisters of Notre Dame School,school,41.8367,-87.6336625
Simpson Academy for Young Women,school,41.8643973,-87.6680983
Topsy Turby Nursery and Kindergarten,school,41.7583776,-87.6069283
Saint Mark Headstart Center,school,41.9008657,-87.6892218
Tiny Tots Day Care Center,school,41.9300317,-87.756725
Tiddley Wink Pre-School,school,41.9470422,-87.6767816
Three Kittens Day Nursery and Kindergarten,school,41.7359886,-87.6721808
Theatre Shoppe Backstage,school,41.9297546,-87.6553325
Terry Town Nursery School and Kindergarten,school,41.8958655,-87.7208894
Telshe Yeshiva,school,41.9754561,-87.7174883
Saint Mary of Nazareth Hospital School of Nursing,school,41.9016991,-87.6842216
Saint Mary of Perpetual Help Elementary School,school,41.8356049,-87.6527533
Saint Mary's School,school,41.645503,-87.6141329
Second Chance Tutoring,school,41.7586457,-87.5739361
Sears YMCA Day Care Center,school,41.8703102,-87.7064438
Sculptors Guild,school,41.9386433,-87.6619995
Selans Beauty School,school,41.68559,-87.6206028
Saint Thomas of Canterbury Elementary School,school,41.9697057,-87.6559293
Saint Theresa School,school,41.9173007,-87.6546681
Saint Willibrords School,school,41.6871013,-87.6199172
Galapagos Charter School,school,41.897585,-87.7221717
Carniceria Guanajuato,supermarket,41.9387842,-87.6980674
Saint Josephat School,school,41.9232589,-87.6629324
Whole Foods Market,supermarket,41.9483162,-87.6498096
Yeshiva Migdal Torah,school,42.0050303,-87.6985514
Mariano's Fresh Market,supermarket,41.8854048,-87.6189659
Municipal Market,supermarket,41.9027801,-87.691589
Jewel-Osco,supermarket,41.9539684,-87.787687
Maryville Center for Children,school,41.9536907,-87.7931136
South Loop Montessori School,school,41.8716001,-87.6291711
Whole Foods Market,supermarket,41.8682107,-87.6387819
Peachtree Nursery and Preschool,kindergarten,41.9243589,-87.7224315
Bonne Sante Health Foods,supermarket,41.7997068,-87.5884495
Jewel-Osco,supermarket,41.9612944,-87.6534799
Morse Fresh Market,supermarket,42.0080973,-87.6670593
Cermak Fresh Market,supermarket,41.831001,-87.6761045
Jewel-Osco,supermarket,41.8921706,-87.6285729
Jewel-Osco,supermarket,41.6802481,-87.664606
Jewel-Osco,supermarket,41.7202751,-87.5827723
Six Corner's Parklet,park,41.9531075,-87.7499215
ALDI,supermarket,41.8033885,-87.7057244
Bockwinkel's,supermarket,41.8865997,-87.6217728
Trader Joe's,supermarket,41.8934915,-87.6262699
Jewel-Osco,supermarket,41.9065353,-87.6694606
Jewel-Osco,supermarket,41.8327674,-87.614658
Jewel-Osco,supermarket,41.795988,-87.7250281
Pete's Market,supermarket,41.807559,-87.7053678
Trader Joe's,supermarket,41.8678438,-87.6256386
Apple Bite Liquor,supermarket,41.9353779,-87.6440766
Fat Lee Supermarket,supermarket,41.8439368,-87.6327227
Food 4 Less,supermarket,41.7375511,-87.6282472
Jewel-Osco,supermarket,41.7068679,-87.6999977
ALDI,supermarket,41.9145414,-87.6549472
Trader Joe's,supermarket,41.9146551,-87.6551388
Spencer's Jolly Posh Foods,supermarket,41.954235,-87.664503
ALDI,supermarket,41.93985,-87.711497
Open Produce,supermarket,41.7951104,-87.5851227
Telpochcalli Elementary School,school,41.8489757,-87.6965642
ALDI,supermarket,41.9949958,-87.6601775
Jewel-Osco,supermarket,41.9656283,-87.8379362
Montrose Food Mart & Deli,supermarket,41.9524416,-87.7913948
Mariano's Fresh Market,supermarket,41.9690349,-87.6748936
Fairplay Foods,supermarket,41.691487,-87.6803032
Chicago French Market,supermarket,41.8838083,-87.6406749
Jewel-Osco,supermarket,41.975115,-87.810902
Pete's Market,supermarket,41.8802836,-87.685483
Whole Foods Market,supermarket,41.8964677,-87.6285605
Whole Foods Market,supermarket,41.8916289,-87.6205013
Tony's Fresh Market,supermarket,41.9388456,-87.7679656
Par-Birdie Foods,supermarket,41.997899,-87.686469
ALDI,supermarket,41.8968224,-87.7082676
Pete's Market,supermarket,41.6821117,-87.5389213
Bockwinkel's,supermarket,41.8927815,-87.6189694
Fairplay Foods,supermarket,41.8106536,-87.6472053
McGee Park,park,41.9958368,-87.6787441
La Casa del Pueblo,supermarket,41.8573093,-87.6618896
Fairplay Foods,supermarket,41.8514827,-87.6867854
Mariano's Fresh Market,supermarket,41.90801,-87.6460408
Big Apple Finer Foods,supermarket,41.9249564,-87.6398943
Whole Foods Market,supermarket,41.8021505,-87.5880132
Archeworks,school,41.8929342,-87.6408645
Mariano's Fresh Market,supermarket,41.9372562,-87.6445626
Cermak Fresh Market,supermarket,41.9320449,-87.7279336
Jewel-Osco,supermarket,41.8659038,-87.668459
Bright Horizons,kindergarten,41.886706,-87.6177988
Hyde Park Day School,school,41.780672,-87.6013769
Sonia Shankman Orthogenic School,school,41.780933,-87.6024297
ALDI,supermarket,41.9134475,-87.6818848
Local Foods,supermarket,41.9140129,-87.6631317
Jewel-Osco,supermarket,41.904156,-87.6317909
Chicago Waldorf School - Buttercup Room,school,42.0011792,-87.6630801
University of Chicago Police Department,police,41.7842623,-87.6047199
Food 4 Less,supermarket,41.908369,-87.7474111
M & H Market,supermarket,41.7585004,-87.6169427
Saint Roman School,school,41.8511156,-87.7018363
Cermak Fresh Market,supermarket,41.7980257,-87.7248836
Creative Kidz Learning Center,kindergarten,41.9863563,-87.7011968
Adrian's Foods Market,supermarket,41.9322314,-87.719851
Cornerstone Children's Learning Center,kindergarten,41.9025165,-87.6341212
Zees Supermarket Plus,supermarket,41.7613296,-87.5866313
Shop-N-Save,supermarket,41.7654258,-87.620352
The Dill Pickle Food Co-op,supermarket,41.9310621,-87.7109522
Fresh Farms International Market,supermarket,41.9978926,-87.6956988
Carnicerias Jimenez,supermarket,41.9101056,-87.7315939
Tai Nam Market,supermarket,41.9723221,-87.6591116
Perscpectives Leadership Academy,school,41.739209,-87.6262149
Pui Tak Christan School,school,41.8508709,-87.6317744
Best Choice Oriental Grocery,supermarket,41.8489878,-87.6317838
Silver State City Food Company,supermarket,41.8484513,-87.6320554
La Jerezana,supermarket,41.7302561,-87.5502518
South Deering Food Mart,supermarket,41.7026477,-87.559861
Park to Shop Supermarket,supermarket,41.9711396,-87.6590545
Whole Foods Market,supermarket,41.9906264,-87.7487083
Metra Police Department,police,41.8753949,-87.6322279
ALDI,supermarket,41.6836668,-87.6432371
Trader Joe's,supermarket,41.7963222,-87.5884753
KIPP Ascend Middle School,school,41.8585857,-87.7219466
Save-A-Lot,supermarket,41.9090986,-87.7651585
Daystar Academy,school,41.8604334,-87.6275714
The Goddard School,kindergarten,41.8553826,-87.6219547
Park To Shop Supermarket,supermarket,41.8485487,-87.6412111
ALDI,supermarket,41.9036208,-87.6347865
Rahmat Grocery and Zabiha Halal Meat,supermarket,41.997948,-87.684829
FreshMart,supermarket,41.8488253,-87.6418163
XMarket Uptown,supermarket,41.962066,-87.6502484
Advantage Academy of DeVry University,school,41.9689605,-87.6773018
L&M Fine Foods,supermarket,41.9612596,-87.6835277
Old World Market,supermarket,41.9755484,-87.6595986
Potash Market,supermarket,41.9103929,-87.6314813
Farmers Best Market,supermarket,41.9251968,-87.786195
Go Green Community Fresh Market,supermarket,41.77941,-87.6549618
Potash Markets - State Street,supermarket,41.8987068,-87.6280658
Lindo Michoacán,supermarket,41.9686224,-87.7081955
Sahar International Market,supermarket,41.9700294,-87.7082773
Barbara Vick Early Childhood Center,school,41.786136,-87.6987663
Dollar City,supermarket,41.9535754,-87.7004392
Go Grocer,supermarket,41.9327236,-87.6422709
Carnival Grocery,supermarket,41.9202499,-87.641115
Chicago Produce,supermarket,41.9685782,-87.7163043
Wee Care Preschool,kindergarten,41.9519979,-87.649791
Cook County Sheriff's Police Substation,police,41.8950734,-87.7574475
Moving Everest Charter School,school,41.8884768,-87.7557162
Wild Fork,supermarket,41.9102642,-87.6532939
La Bodega - Food Market,supermarket,41.9606849,-87.7747846
U.S. Postal Inspection Service,police,41.8737524,-87.6373635
Centro Fresh Market,supermarket,41.9319403,-87.7471753
Kiwanis Field,park,41.6674806,-87.6236931
Everbrook Academy,kindergarten,41.9330406,-87.6431432
Go Grocer,supermarket,41.9353873,-87.6395925
Chicago State University Police Department,police,41.7168504,-87.6071878
Eataly,restaurant,41.892164,-87.6263766
Shaarei Chinuch Day School,school,42.0037663,-87.7001206
Alta Vista Foods,supermarket,41.9538545,-87.6546909
The Goddard School of Chicago (Roscoe Village),kindergarten,41.9505719,-87.6915087
Montrose Supermarket & Taqueria,supermarket,41.9612523,-87.714692
Valley of Jordan,supermarket,41.7992769,-87.6008134
Supermarket Martins,supermarket,41.9459054,-87.7566085
Roofing Academy X,school,41.8916183,-87.6219159
KinderCare,kindergarten,41.8619958,-87.6270706
Gary Comer College Prep Middle School,school,41.7645788,-87.5997968
KIPP Bllom College Prep,school,41.7932147,-87.6410984
Christ the King Jesuit College Prep,school,41.8770539,-87.7528428
Edison Regional Gifted Center,school,41.9712371,-87.7095327
Albany Park Multicultural Elementary,school,41.9708942,-87.7095179
Aspira Haugen Middle School,school,41.9662896,-87.7222309
Acero: SPC Daniel Zizumbo Elementary School,school,41.8082897,-87.7307583
Acero: PFC Omar E. Torres Elementary School,school,41.8085468,-87.7307639
Major Hector P. García M.D. High School,school,41.8091218,-87.730806
North Lawndale College Prep - Collins,school,41.8635028,-87.7003319
Dorie Miller Child Parent Center,kindergarten,41.8740544,-87.7018811
Wild Onion Market,supermarket,42.0093834,-87.6736968
Chicago Police Department,police,41.7889676,-87.7419422
The Goddard School,kindergarten,41.8787164,-87.6470507
Metro Spice Mart,supermarket,41.8800163,-87.6423494
La Providencia,supermarket,41.8542515,-87.6683834
Tiệm Tạp Hóa Việt Hoa,supermarket,41.9731334,-87.6566475
DOA Communications Service Center,police,42.0006389,-87.9186944
Mi Mexico,supermarket,41.7863354,-87.6889397
Robinson Family Burial Ground;Indian Cemetery,grave_yard,41.967651,-87.8471718
Gangnam Market,supermarket,41.896063,-87.653251
Adom African Market,supermarket,41.8094268,-87.6218977
McCormick Market,supermarket,41.853069,-87.6241433
Al-Bayan Grocery,supermarket,41.9375968,-87.7861032
Seafood City,supermarket,41.9730252,-87.7458436
Trader Joe's,supermarket,41.9498654,-87.6751046
The Fresh Market,supermarket,41.9325722,-87.649496
Prairieland Montessori,school,41.9480493,-87.6750981
Northwestern University Feinberg School of Medicine,school,41.8961124,-87.6172378
Bronzeville Scholastic Institute,school,41.8052974,-87.6254906
Daniel Hale Williams Preparatory School of Medicine,school,41.8040698,-87.6246913
Chicago Academy for the Arts,school,41.8965015,-87.6532566
Mark Twain Park,park,41.8607823,-87.6209245
Eckhart Park,park,41.8970946,-87.6611927
Wicker Park,park,41.9080017,-87.6761743
Cotton Tail Park,park,41.862486,-87.628876
Coliseum Park,park,41.8621258,-87.6261664
Columbus Park,park,41.8744167,-87.769558
Midway Plaisance,park,41.7868874,-87.5963105
South Shore Cultural Center,park,41.7698898,-87.5629271
Millennium Park,park,41.8826167,-87.6225177
Wildwood Park,park,42.0073213,-87.7802475
Edgebrook Park,park,42.0004933,-87.7612454
Wildwood Elementary School,school,42.007151,-87.7789083
Jeffery Green Park,park,41.9999482,-87.7663419
Indian Road Park,park,41.9933677,-87.7784659
Brooks Park,park,42.0099008,-87.8088223
Mary Berkmeier Quinn Park of Trees,park,41.9954317,-87.7705286
La Rabida Children's Hospital,hospital,41.7774721,-87.5714898
Austin-Foster Park,park,41.9765828,-87.7788791
Green Briar Park,park,41.9913628,-87.6963868
Sauganash Park,park,41.9881945,-87.7372382
Holstein Park,park,41.9216572,-87.6850993
Senior Citizens Memorial Playlot Park,park,41.9230397,-87.6855954
Peterson Park,park,41.9883859,-87.7204134
Hollywood Park,park,41.9893921,-87.7116588
Mather Park,park,41.9894622,-87.7012052
Rosedale Park,park,41.9890603,-87.7857977
Norwood Park,park,41.9869326,-87.792779
Taft High School,school,41.9843626,-87.790831
Winnemac Park,park,41.9741627,-87.6817463
Roberts Square Park,park,41.9720178,-87.7589038
Beaubien Elementary School,school,41.9720519,-87.7564333
James B. Farnsworth Elementary School,school,41.9802264,-87.7665543
Jefferson Memorial Park,park,41.9686493,-87.7636662
Chase Park,park,41.9677344,-87.6682483
Welles Park,park,41.9622584,-87.6862728
Waters Elementary School,school,41.9639884,-87.6918242
Roosevelt High School,school,41.9656708,-87.7144966
North River Elementary School,school,41.9661936,-87.7219869
Haugan Elementary School,school,41.9637417,-87.7236224
Mayfair Park,park,41.9631784,-87.7419924
Coonley Elementary School,school,41.9552111,-87.6842441
Horner Park,park,41.9576545,-87.6964701
Bateman Elementary School,school,41.9579681,-87.7026609
Belding Elementary School,school,41.9581451,-87.7336827
Pottawattomie Park,park,42.0157994,-87.6776136
Warren Park,park,42.0025866,-87.6850919
Blaine Elementary School,school,41.9512315,-87.6649551
Bell Elementary School,school,41.9494798,-87.6864827
Unknown,school,41.9529412,-87.6841907
Revere Park,park,41.9530385,-87.6920788
Cleveland Elementary School,school,41.9516246,-87.706122
Immaculate Heart of Mary School,school,41.9507792,-87.7107333
Athletic Field Park,park,41.9474327,-87.7170317
Murphy Elementary School,school,41.9496815,-87.7170859
Independence Park,park,41.9527662,-87.7238933
Hawthorne Scholastic Academy,school,41.9424747,-87.6572134
Audubon Elementary School,school,41.9454789,-87.6815487
Hamlin Park,park,41.9368422,-87.6794951
Oscar F. Mayer Elementary School,school,41.9229128,-87.6577821
Trebes Park,park,41.9220525,-87.6577406
Jonquil Park,park,41.9285407,-87.6547006
Wrightwood Park,park,41.9282347,-87.6670247
Oz Park,park,41.9206037,-87.6456639
De La Salle Institute,school,41.8319955,-87.6242306
Jewel-Osco,supermarket,41.9792159,-87.6592977
Riis Park,park,41.9255928,-87.7818439
Cragin Park,park,41.9282161,-87.7578215
Ascension Resurrection Medical Center,hospital,41.9882781,-87.8142959
Kilbourn Park,park,41.944387,-87.7384778
Seward Park,park,41.9024517,-87.6387974
Goudy Square Park,park,41.90558,-87.6268564
Latin School of Chicago,school,41.9107841,-87.6309451
Latin School of Chicago,school,41.9104152,-87.6297588
Ogden International School: Jenner Campus,school,41.9020751,-87.6405667
Walter Payton College Prep,school,41.9013173,-87.6355346
Saint Procopius Elementary School,school,41.859212,-87.6570765
Saint Procopius Elementary School,school,41.8590813,-87.6573349
Ascension Saint Mary Hospital,hospital,41.9030846,-87.683373
Foreman High School,school,41.9396739,-87.753044
Bickerdike Square Park,park,41.8922949,-87.6647373
Union Park,park,41.8838591,-87.6651737
Skinner Park,park,41.8796087,-87.6617247
Park No. 598,park,41.9096906,-87.6443486
Cristo Rey Jesuit High School,school,41.8516011,-87.6726797
Dvorak Park,park,41.8539004,-87.6539301
Chippewa Park,park,42.0040179,-87.7051973
Eberhart Elementary School,school,41.7747828,-87.7091073
Morrill Elementary School,school,41.783763,-87.6880302
Monarcas Academy,school,41.787102,-87.7076666
Sawyer Elementary School,school,41.798152,-87.7055248
Christopher Elementary School,school,41.8017379,-87.6861068
Fulton Elementary School,school,41.7971574,-87.6689272
Harper High School,school,41.774862,-87.6695788
McKiernan Park,park,41.6983524,-87.7029241
Mount Greenwood Elementary School,school,41.6960773,-87.7053349
Oriole Park,park,41.9795101,-87.8155929
Mozart Park,park,41.918136,-87.7238109
Haas Park,park,41.9251629,-87.6959759
Levin Park,park,41.8882981,-87.7618564
Hubbard Park,park,41.8889066,-87.7500625
Cornell Square Park,park,41.8021751,-87.6708937
Wendell Smith Park,park,41.7139662,-87.6320549
Hiawatha Park,park,41.944035,-87.8265324
Lindblom Park,park,41.7843323,-87.675022
Hermitage Park,park,41.7872155,-87.6680526
Russell Square Park,park,41.7433671,-87.5490985
Arnold Mireles Academy,school,41.7311928,-87.553365
J.N. Thorp Elementary School,school,41.7328924,-87.5450521
LaFollette Park,park,41.9049946,-87.753389
Leslie Lewis Elementary School,school,41.9067994,-87.7540355
Burbank Elementary School,school,41.9174032,-87.7816055
Gage Park High School,school,41.7910306,-87.6900733
Saint Rita School,school,41.7805865,-87.6916149
Nightingale Elementary School,school,41.798432,-87.6896597
Gage Park,park,41.7936208,-87.6849488
Nicholson School for Science and Math,school,41.7842652,-87.6476047
John Hope College Prep,school,41.7923738,-87.6408481
Sherman Park,park,41.7968635,-87.6573785
Wentworth Park,park,41.7883007,-87.7804334
St. James School,school,41.9251106,-87.7702704
Hale Park,park,41.7797505,-87.7788778
Minuteman Park,park,41.7850394,-87.7644839
Valley Forge Park,park,41.7842726,-87.7977162
Erhler Park,park,41.9163333,-87.6837183
Walsh Park,park,41.9136844,-87.6684528
Pulaski Park,park,41.9061202,-87.663305
Unknown,park,41.9084719,-87.6645874
Logan Square Elementary School,school,41.9293626,-87.718937
Blackhawk Park,park,41.9230233,-87.7524081
Lloyd Elementary School,school,41.9192017,-87.7474386
Hyman Rickover Naval Academy,school,41.9577295,-87.7708369
Portage Park Elementary School,school,41.9573663,-87.7609754
Touhy Park,park,42.0148901,-87.673737
Spruce Park,park,41.798563,-87.5900273
Senn High School,school,41.9890278,-87.666424
ALDI,supermarket,41.9638414,-87.6568826
Marquette Park,park,41.7680333,-87.7029016
Unknown,park,41.7680573,-87.7051395
Unknown,park,41.7678711,-87.6989182
Garfield Park,park,41.8813153,-87.7160217
Independence Square,park,41.8625744,-87.7196395
Anna and Frederick Douglass Park,park,41.8609345,-87.6993494
Jessie 'Ma' Houston Park,park,41.8036147,-87.6053306
Merrimac Park,park,41.952008,-87.785263
Unknown,park,41.8248531,-87.6099336
Ellis Park,park,41.8292065,-87.6107197
Clybourn Park,park,41.9132199,-87.6523116
Gertrud Kolmar Park,park,41.9566431,-87.7414784
Kelvyn Park,park,41.9296222,-87.7379608
Emmerson Park,park,41.9945931,-87.6769744
Moore Park,park,41.8780603,-87.752418
Oakdale Park,park,41.7203085,-87.64867
Saint Patrick High School,school,41.9391691,-87.7747955
O'Hallaren Park,park,41.7420845,-87.6693087
Jewel-Osco,supermarket,41.9355616,-87.6702516
Gary Elementary School,school,41.8378948,-87.7187905
Sun Yat-Sen Park,park,41.848042,-87.6341665
Pasteur Park,park,41.7876617,-87.7316053
Helen Zatterburg Park,park,41.9592843,-87.6727901
Ann & Robert H. Lurie Children's Hospital,hospital,41.8962599,-87.622027
Armour Elementary School,school,41.8347147,-87.6496121
UIC South Fields,park,41.8642624,-87.6494045
Daisy Bates Academy of Social Justice,school,41.7392536,-87.5817035
Kells Park,park,41.8950557,-87.7071551
Polaris Charter Academy,school,41.8924277,-87.7082443
Brian Piccolo Specialty School,school,41.900293,-87.7323791
Pritzker Park,park,41.8774174,-87.6282403
Metropolitan Correctional Center,prison,41.8766222,-87.6303975
Frances Xavier Ward School,school,41.8963634,-87.6276064
Roosevelt Park,park,41.8680807,-87.6298914
Battle of Fort Dearborn Park,park,41.8577983,-87.6192411
Dever Elementary School,school,41.9423652,-87.8136253
Shabbona Park,park,41.9426478,-87.8001645
Our Saviour Lutheran School,school,41.9432175,-87.8065831
George Washington High School,school,41.6874469,-87.5382539
Mann Park,park,41.657333,-87.5507647
